Class,ISBN,Title,Author,Year Pub,Req-Rec,Documents,AVA/AVD/AVE,URL,Link   
 ECON 82B 1,9.78013E+12,MACROECONOMICS (SUBSCRIPTION),ABEL,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780134896571,Link
 ECON 82B 2,9.78026E+12,MACROECONOMICS,BARRO,1997,REC,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780262024365,Link
 ECON 82B 3,9.78026E+12,MACROECONOMICS,BARRO,1997,REC,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780262024365,Link
 ECON 83A 1,9.78134E+12,STATISTICS FOR BUSINESS & ECONOMICS (W/XL ACC) REVISED,ANDERSON,2018,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337094160,Link
 ECON 83A 1,9.78134E+12,STATISTICS FOR BUSINESS & ECONOMICS REVISED,COCHRAN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337516716,Link
 ECON 83A 1,9.78134E+12,STATISTICS FOR BUSINESS & ECONOMICS REVISED,COCHRAN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337516716,Link
 ECON 83A 1,9.78134E+12,STATISTICS FOR BUSINESS & ECONOMICS REVISED,COCHRAN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337516716,Link
 ECON 83A 2,9.78134E+12,STATISTICS FOR BUSINESS & ECONOMICS (W/XL ACC) REVISED,ANDERSON,2018,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337094160,Link
 ECON 83A 2,9.78134E+12,STATISTICS FOR BUSINESS & ECONOMICS REVISED,COCHRAN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337516716,Link
 ECON 83A 2,9.78134E+12,STATISTICS FOR BUSINESS & ECONOMICS REVISED,COCHRAN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337516716,Link
 ECON 83A 2,9.78134E+12,STATISTICS FOR BUSINESS & ECONOMICS REVISED,COCHRAN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337516716,Link
 ECS 100B 1,9.78008E+12,INTRO TO ST THOMAS AQUINAS,AQUINAS,1945,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780075536536,Link
 ECS 100B 1,9.78039E+12,GARGANTUA & PANTAGRUEL,RABELAIS,1990,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780393308068,Link
 ECS 100B 1,9.78045E+12,INFERNO (TRANS. CIARDI),DANTE,2009,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780451531391,Link
 ECS 100B 1,9.78087E+12,DISCOURSE ON METHOD & MEDITATIONS ON FIRST PHILOSOPHY,DESCARTES,1998,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780872204201,Link
 ECS 100B 1,9.7816E+12,DISCOURSE ON METHOD AND MEDITATIONS ON FIRST PHILOSOPHY,DESCARTES,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781603844482,Link
 ENG 109A 1,9.78014E+12,WIND IN A BOX,HAYES,2006,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780143036869,Link
 ECON 171A 1,9.78126E+12,INVESTMENTS,BODIE,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260819427,Link
 ENG 109A 1,9.78082E+12,NERVE OF IT,EMANUEL,N/A,REQ,2,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780822963691,Link
 ENG 109A 1,9.78156E+12,BESTIARY,KELLY,N/A,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781555977580,Link
 ENG 109A 1,9.78156E+12,BESTIARY,KELLY,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781555979539,Link
 ENG 109A 1,9.78156E+12,NIGHTINGALE,REKDAL,2019,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781556595677,Link
 ENG 111B 1,9.78081E+12,POSTCOLONIALISMS,DESAI,2005,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780813535524,Link
 ENG 117B 1,9.78039E+12,SOUND & THE FURY,FAULKNER,1994,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780393964813,Link
 CHEM 25B 2,9.78096E+12,MOLECULAR VISIONS MODEL KIT (LOOSE PIECES),DARLING MODELS,2001,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780964883710,Link
 CHEM 25B 1,9.78194E+12,ORGANIC CHEMISTRY (SG-SOL MNL),LOUDON,2015,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781936221868,Link
 ENG 117B 1,9.78068E+12,AS I LAY DYING (CORRECTED TEXT),FAULKNER,1991,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780679732259,Link
 ENG 117B 1,9.78068E+12,GO DOWN MOSES (TRADE ED),FAULKNER,1970,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780679732174,Link
 ENG 117B 1,9.78068E+12,INTRUDER IN THE DUST (TRADE ED),FAULKNER,1975,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780679736516,Link
 ENG 117B 1,9.78068E+12,HAMLET (TRADE ED),FAULKNER,1990,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780679736530,Link
 ENG 117B 1,9.78068E+12,SANCTUARY (TRADE ED),FAULKNER,1985,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780679748144,Link
 ENG 117B 1,9.78068E+12,COLLECTED STORIES OF WILLIAM FAULKNER,FAULKNER,1976,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780679764038,Link
 ENG 119B 1,9.78006E+12,LUMBERJACK'S DOVE,NETHERCOTT,2018,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780062853677,Link
 ENG 119B 1,9.7803E+12,YEAR OF BLUE WATER,YANYI,N/A,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780300242645,Link
 ENG 119B 1,9.78156E+12,WHEREAS,SOLDIER,2017,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781555977672,Link
 ENG 109A 1,9.7803E+12,SLOW LIGHTNING,CORRAL,2012,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780300178937,Link
 ENG 119B 1,9.78194E+12,CENZONTLE,CASTILLO,2018,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781942683537,Link
 ENG 119B 1,9.78194E+12,CENZONTLE,CASTILLO,N/A,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781942683544,Link
 ENG 119B 1,9.78194E+12,DOCUMENTS,GRAY,2019,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781942683742,Link
 ENG 119B 1,9.78195E+12,HOW TO CARRY WATER: SELECTED POEMS OF LUCILLE CLIFTON,CLIFTON,2020,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781950774142,Link
 ENG 11A 1,9.78019E+12,THE TURN OF THE SCREW AND OTHER STORIES,JAMES,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780191636165,Link
 ENG 11A 1,9.7802E+12,TURN OF THE SCREW & OTHER STORIES,JAMES,2008,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780199536177,Link
 ENG 11A 1,9.78039E+12,NORTON ANTHOLOGY OF POETRY (W/REGISRATION CARD),FERGUSON,2018,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780393679021,Link
 ENG 11A 1,9.78152E+12,BOOK OF EPHRAIM,MERRILL,2018,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781524711344,Link
 ENG 120A 1,9.78002E+12,LOVE OF THE LAST TYCOON,FITZGERALD,1993,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780020199854,Link
 ENG 120A 1,9.78067E+12,IMMEDIATE EXPERIENCE (EPILOGUE CAVELL),WARSHOW,2001,REC,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780674007260,Link
 ENG 119B 1,9.78156E+12,WHEREAS,SOLDIER,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781555979614,Link
 ENG 120A 1,9.78082E+12,GENIUS OF THE SYSTEM,SCHATZ,2010,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780816670109,Link
 ENG 127A 1,9.7808E+12,FAR FIELD,VIJAY,2019,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780802147967,Link
 ENG 142B 1,9.78014E+12,PASSING,LARSEN,1997,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780142437278,Link
 ENG 142B 1,9.78037E+12,WOMEN,ALS,1996,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780374525293,Link
 ENG 142B 1,9.78082E+12,STARS IN MY POCKET LIKE GRAINS OF SAND,DELANY,2004,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780819567147,Link
 ENG 142B 1,9.78087E+12,GILDA STORIES,GOMEZ,2016,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780872866744,Link
 ENG 142B 1,9.78087E+12,THE GILDA STORIES,GOMEZ,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780872866997,Link
 ENG 142B 1,9.78147E+12,THE WOMEN,ALS,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781466820746,Link
 ENG 142B 1,9.78162E+12,MR. LOVERMAN,EVARISTO,2014,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781617752728,Link
 ENG 142B 1,9.78164E+12,HOMIE,SMITH,2020,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781644450109,Link
 ENG 142B 1,9.78164E+12,HOMIE,SMITH,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781644451090,Link
 ENG 176B 1,9.78019E+12,THE MILL ON THE FLOSS,ELIOT,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780191017155,Link
 ENG 176B 1,9.78019E+12,EMMA,AUSTEN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780191501074,Link
 ENG 176B 1,9.78019E+12,DANIEL DERONDA,ELIOT,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780191505379,Link
 ENG 176B 1,9.78019E+12,PERSUASION,AUSTEN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780191624711,Link
 ENG 176B 1,9.78019E+12,MIDDLEMARCH,ELIOT,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780192547538,Link
 ENG 176B 1,9.78019E+12,PRIDE AND PREJUDICE,AUSTEN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780192561428,Link
 ENG 176B 1,9.78019E+12,NORTHANGER ABBEY LADY SUSAN THE WATSONS SANDITON,AUSTEN,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780192640086,Link
 ENG 176B 1,9.7802E+12,MILL ON THE FLOSS,ELIOT,2015,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780198707530,Link
 ENG 176B 1,9.7802E+12,MIDDLEMARCH,ELIOT,2019,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780198815518,Link
 ENG 176B 1,9.7802E+12,PRIDE & PREJUDICE,AUSTEN,2019,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780198826736,Link
 ENG 176B 1,9.7802E+12,JANE AUSTEN (VERY INTERESTING PEOPLE SERIES),BUTLER,2007,REC,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780199217601,Link
 ENG 176B 1,9.7802E+12,EMMA,AUSTEN,2008,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780199535521,Link
 ENG 176B 1,9.7802E+12,NORTHANGER ABBEY/LADY SUSAN/WATSONS/SANDITION,AUSTEN,2008,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780199535545,Link
 ENG 176B 1,9.7802E+12,PERSUASION,AUSTEN,2008,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780199535552,Link
 ENG 176B 1,9.7802E+12,DANIEL DERONDA,ELIOT,2014,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780199682867,Link
 ENG 18A 1,9.78019E+12,MODERN IRELAND: A VERY SHORT INTRODUCTION,PASETA,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780191538919,Link
 ENG 18A 1,9.78019E+12,MODERN IRELAND: A VERY SHORT INTRODUCTION,PASETA,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780191577574,Link
 ENG 18A 1,9.78019E+12,A PORTRAIT OF THE ARTIST AS A YOUNG MAN,JOYCE,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780191609084,Link
 ENG 18A 1,9.78019E+12,MODERN IRELAND: VERY SHORT INTRO,PASETA,2003,REC,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780192801678,Link
 ENG 18A 1,9.78019E+12,NEW OXFORD BOOK OF IRISH VERSE,KINSELLA,1986,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780192801920,Link
 ENG 18A 1,9.7802E+12,PORTRAIT OF THE ARTIST AS A YOUNG MAN,JOYCE,2008,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780199536443,Link
 ENG 18A 1,9.7802E+12,CASTLE RACKRENT (ED WATSON),EDGEWORTH,2009,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780199537556,Link
 ENG 18A 1,9.78039E+12,POETRY DRAMA & PROSE,YEATS,2000,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780393974973,Link
 ENG 18A 1,9.7808E+12,MURPHY,BECKETT,2011,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780802144454,Link
 ENG 18A 1,9.7808E+12,MURPHY,BECKETT,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780802198365,Link
 ENG 18A 1,9.78141E+12,THE METHUEN DRAMA ANTHOLOGY OF IRISH PLAYS,BEHAN,2008,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781408106785,Link
 ENG 18A 1,9.78156E+12,THIRD POLICEMAN,O'BRIEN,1999,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781564782144,Link
 ENG 18A 1,9.78164E+12,MILKMAN,BURNS,2018,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781644450000,Link
 ENG 18A 1,9.78164E+12,MILKMAN,BURNS,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781644451007,Link
 ENG 117B 1,9.78068E+12,LIGHT IN AUGUST (TRADE ED),FAULKNER,1985,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780679732266,Link
 ENG 19B 1,9.78157E+12,WORLD OF WONDER,NEZHUKUMATATHIL,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781571313652,Link
 ENG 19B 1,9.78195E+12,CRAFT IN THE REAL WORLD,SALESSES,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781948226806,Link
 ENG 251B 1,9.78014E+12,ALMANAC OF THE DEAD,SILKO,1991,REQ,2,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780140173192,Link
 ENG 251B 1,9.78023E+12,SOVEREIGNTY INC.,MAZZARELLA,2020,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780226668413,Link
 ENG 251B 1,9.78031E+12,WHAT IS THE WHAT,EGGERS,2006,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780307385901,Link
 ENG 251B 1,9.78031E+12,BUDDHA IN THE ATTIC,OTSUKA,2011,REQ,2,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780307744425,Link
 ENG 251B 1,9.78032E+12,WE NEED NEW NAMES,BULAWAYO,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780316230834,Link
 ENG 120A 1,9.78067E+12,PURSUITS OF HAPPINESS,CAVELL,1981,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780674739062,Link
 ENG 251B 1,9.78032E+12,WE NEED NEW NAMES,BULAWAYO,2013,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780316230841,Link
 ENG 251B 1,9.78039E+12,OVERSTORY,POWERS,2019,REQ,,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780393356687,Link
 ENG 251B 1,9.78044E+12,DIFFERENCE ENGINE,GIBSON,2011,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780440423621,Link
 ENG 251B 1,9.78053E+12,LOST CHILDREN ARCHIVE,LUISELLI,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780525436461,Link
 ENG 251B 1,9.78125E+12,VIRGIN SUICIDES (25TH ANNIV ED),EUGENIDES,2018,REQ,1,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781250303547,Link
 ENG 251B 1,9.78157E+12,UNDERCOMMONS,MOTEN,2013,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781570272677,Link
 ENG 251B 1,9.78035E+12,UNDERGROUND RAILROAD,WHITEHEAD,2018,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780345804327,Link
 ENG 42A 1,9.78074E+12,GOOD HOUSE,DUE,2004,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780743449014,Link
