Documents,ISBN,Title,Author,Year Pub,Req-Rec   
1,9780917974571,MANDRAGOLA,MACHIAVELLI,1981,REQ,
1,9781408134740,HOW TO RUN A THEATRE,VOLZ,2011,REQ,
2,9780470669433,FINANCIAL RISK FORECASTING,DANIELSSON,2010,REC,
,9780684829579,EMPTY SPACE,BROOK,1968,REQ,
1,9780134472089,OPTIONS, FUTURES, & OTHER DERIVATIVES (W/BIND-IN ACC),HULL,2018,REQ,
1,9780262027281,FINANCIAL MODELING (W/BIND-IN ACCESS CODE),BENNINGA,2014,REQ,
1,9780262027281,FINANCIAL MODELING (W/BIND-IN ACCESS CODE),BENNINGA,2014,REQ,
0,9781259357480,INVESTMENTS,BODIE,N/A,CHC,
4,9781352001754,THEATRE MANAGEMENT,RHINE,N/A,REQ,
1,9780262027281,FINANCIAL MODELING (W/BIND-IN ACCESS CODE),BENNINGA,2014,REQ,
1,9780128102350,ELEMENTS OF FINANCIAL RISK MANAGEMENT,CHRISTOFFERSEN,2012,REC,
1,9780887276385,INTEGRATED CHINESE: SIMP CHAR (LVL 1:PT 1)(TEXTBOOK),LIU,2009,REQ,
1,9781547416097,RISK TAKERS: USES & ABUSES OF FINANCIAL DERIVATIVES, THIRD EDITION,MARTHINSEN,2018,REC,
2,9780415908085,TEACHING TO TRANSGRESS,HOOKS,1994,REQ,
1,9781936221349,ORGANIC CHEMISTRY,LOUDON,2016,REQ,
1,9781259277177,INVESTMENTS,BODIE,2018,CHC,
1,9780936839196,MISANTHROPE & OTHER FRENCH CLASSICS,BENTLEY,1961,REQ,
1,9780615904900,TRUTH,BATSON,N/A,REQ,
1,9781118170625,MATHEMATICS AND STATISTICS FOR FINANCIAL RISK MANAGEMENT,MILLER,2012,REC,
1,9781352001747,THEATRE MANAGEMENT,RHINE,2018,REQ,
0,9781337559508,MINDTAP ENGLISH FOR ROSENWASSER/STEPHEN'S WRITING ANALYTICALLY, 8TH EDITION,ROSENWASSER DAVID STEPHEN J,N/A,CHC,
0,9781307225129,FINANCIAL ACCOUNTING,ANDERSON,N/A,REQ,
1,9780878301553,TOWARDS A POOR THEATRE,GROTOWSKI,2002,REQ,
0,9781260819427,INVESTMENTS,BODIE,N/A,REQ,
1,9780262027281,FINANCIAL MODELING (W/BIND-IN ACCESS CODE),BENNINGA,2014,REQ,
1,9781464134227,LABORATORY TECHNIQUES IN ORGANIC CHEMISTRY,MOHRIG,2014,REQ,
1,9781134556892,A DIRECTOR PREPARES,BOGART,N/A,REQ,
1,9781936221868,ORGANIC CHEMISTRY (SG-SOL MNL),LOUDON,2015,REC,
4,9781352001754,THEATRE MANAGEMENT,RHINE,N/A,REQ,
0,9780134524849,ESSEN OF ORGANIZATIONAL BEHAVIOR (LOOSE PGS)(W/OUT ACCESS),ROBBINS,2018,REQ,
2,9780415238328,DIRECTOR PREPARES,BOGART,2001,REQ,
0,9780134728391,BUSINESS ESSENTIALS,EBERT,2019,REQ,
0,9781319392833,ACHIEVE FOR BIOLOGY: HOW LIFE WORKS (6 MTHS ACCESS),MORRIS,N/A,CHC,
0,9781118879337,DATA MINING FOR BUSINESS ANALYTICS,BRUCE,N/A,REQ,
0,9780134524719,ESSENTIALS OF ORGANIZATIONAL BEHAVIOR,JUDGE,N/A,REQ,
0,9781260140811,CORPORATE FINANCE,ROSS,N/A,CHC,
0,9781323867501,BUS 10A CUSTOM,BERHANE,2018,REQ,
0,9781260140811,CORPORATE FINANCE,ROSS,N/A,CHC,
0,9780134728742,BUSINESS ESSENTIALS,GRIFFIN,N/A,REQ,
0,9780134728391,BUSINESS ESSENTIALS,EBERT,2019,REQ,
0,9780134524849,ESSEN OF ORGANIZATIONAL BEHAVIOR (LOOSE PGS)(W/OUT ACCESS),ROBBINS,2018,REQ,
0,9780134524719,ESSENTIALS OF ORGANIZATIONAL BEHAVIOR,JUDGE,N/A,REQ,
1,9781492032649,HANDS-ON MACHINE LEARNING WITH SCIKIT-LEARN, KERAS, & TENSORFLOW,GERON,N/A,REQ,
1,9781478627791,INTRO TO BIOSTATISTICS,GLOVER,N/A,REC,
0,9781260443257,OPERATIONS & SUPPLY CHAIN MANAGEMENT: CORE (CONNECT ACCESS ),CHASE,N/A,CHC,
0,9781260696172,OPERATIONS & SUPPLY CHAIN MANAGEMENT (LL)(W/CONNECT ACC),JACOBS,N/A,CHC,
0,9781307207743,REAL ESTATE & SOCIETY CUSTOM,STOLLER,2018,REQ,
1,9781478627791,INTRO TO BIOSTATISTICS,GLOVER,N/A,REC,
1,9781492032618,HANDS-ON MACHINE LEARNING WITH SCIKIT-LEARN, KERAS, AND TENSORFLOW,GERON,N/A,REQ,
0,9781260140811,CORPORATE FINANCE,ROSS,N/A,CHC,
1,9780134461991,INTRO TO ECONOMETRICS,STOCK,2019,REQ,
1,9780134129938,CONSUMER BEHAVIOR (W/OUT MYMARKETINGLAB ACCESS),SOLOMON,2017,REQ,
2,9781559361361,MARISOL & OTHER PLAYS,RIVERA,1997,REQ,
1,9781422163085,REMIX STRATEGY,GOMES-CASSERES,2015,REQ,
0,9780375724749,NAOMI,TANIZAKI,1985,REQ,
0,9780802849137,RELIGIONS OF HELLENISTIC-ROMAN AGE,TRIPOLITIS,2002,REQ,
1,9780814731994,SATIRE TV,GRAY,2009,REQ,
2,9781556520747,ASSATA,SHAKUR,1987,REQ,
1,9781592408115,INSIDE THE ROOM,VENIS,2013,REQ,
0,9780307275219,POSSIBILITY OF AN ISLAND,HOUELLEBECQ,2005,REQ,
0,9780393318869,WHAT THE LIVING DO: POEMS,HOWE,1998,REQ,
0,9780199348428,EPIDEMIOLOGY & THE PEOPLE'S HEALTH,KRIEGER,2013,REQ,
0,9781933517643,BLUETS,NELSON,N/A,REQ,
0,9781608469628,KEYWORDS - THE NEW LANGUAGE OF CAPITALISM,LEARY,2019,REQ,
0,9781260819427,INVESTMENTS,BODIE,N/A,REQ,
0,9780500841303,GREEK ART AND ARCHAEOLOGY (SECOND EDITION),NEER,N/A,REQ,
0,9781305105799,CONTROVERSES (STUDENT WORKBOOK),OUKADA,2016,REQ,
0,9781472513519,CRUSADES,RILEY-SMITH,2014,REQ,
0,9780143128557,KING LEAR,SHAKESPEARE,2016,REQ,
0,9782266196000,PANTAGRUEL,RABELAIS,2011,REQ,
0,9781611689181,BRANDEIS MODERN HEBREW,RINGVALD,2015,REQ,
0,9782742783366,INCENDIES,MOUAWAD,2009,REQ,
0,9780199536047,FATHERS & SONS,TURGENEV,2008,REQ,
0,9780226768687,OEDIPUS THE KING,SOPHOCLES,2010,REQ,
0,9780547844190,WE THE ANIMALS,TORRES,2011,REQ,
0,9781260819427,INVESTMENTS,BODIE,N/A,REQ,
0,9780316028400,WRITING TOOLS,CLARK,N/A,REC,
2,9780231507141,NOT OURS ALONE,FERRY,N/A,REQ,
0,9781635900026,CARCERAL CAPITALISM,WANG,2017,REQ,
0,9781780997346,CAPITALIST REALISM,FISHER,N/A,REC,
0,9780190651886,ATHENAZE, BOOK I: AN INTRODUCTION TO ANCIENT GREEK,BALME,N/A,REQ,
0,9781119409953,THE GLOBALIZATION READER,AUTHOR INFO NOT AVAILABLE,N/A,REQ,
0,9781846943171,CAPITALIST REALISM,FISHER,2009,REC,
0,9781260140811,CORPORATE FINANCE,ROSS,N/A,REQ,
0,9780820357232,THIS IS ONE WAY TO DANCE,SHAH,2020,REQ,
0,9780811222938,ANTIGONICK,CARSON,N/A,REQ,
0,9781285077338,CIAO! (LOOSE PAGES),RIGA,2014,CHC,
0,9780140390186,LOOKING BACKWARD,BELLAMY,1982,REQ,
0,9780393325836,BACCHAE OF EURIPIDES,SOYINKA,1973,REQ,
0,9780191605451,FATHERS AND SONS,TURGENEV,N/A,REQ,
0,9780674362505,GREEK GRAMMAR,SMYTH,1956,REQ,
0,9781570272677,UNDERCOMMONS,MOTEN,2013,REQ,
0,9780743455961,ON WRITING (RACK SIZE),KING,2000,REQ,
0,9780393075908,WHAT THE LIVING DO: POEMS,HOWE,N/A,REQ,
0,9781260819427,INVESTMENTS,BODIE,N/A,REQ,
0,9782070425389,LA PETITE BIJOU (GALLIMARD FOLIO),MODIANO,2002,REQ,
0,9782846820691,LE BEBE,DARRIEUSSECG,N/A,REQ,
0,9781603847902,PHAEDO,PLATO,N/A,REQ,
0,9781632860804,HEALTH GAP,MARMOT,N/A,REQ,
0,9781260013832,INVESTMENTS (RRMCG),BODIE,2021,REQ,
0,9781314376371,SELECTIONS FROM THE ATTIC ORATORS,JEBB,N/A,REQ,
0,9781912915354,TINY MOONS,POWLES,N/A,REQ,
0,9781285077338,CIAO! (LOOSE PAGES),RIGA,2014,CHC,
0,9780915144181,PHAEDO,PLATO,1977,REQ,
0,9781882688517,MUCHA MUCHACHA, TOO MUCH GIRL,HERNANDEZ-LINARES,N/A,REQ,
0,9781571315120,CARRYING,LIMON,2018,REQ,
0,9780192837769,ELECTIVE AFFINITIES,GOETHE,1994,REQ,
0,9780226768694,OEDIPUS THE KING,SOPHOCLES,N/A,REQ,
0,9780316014991,WRITING TOOLS: 55 ESSENTIAL STRATEGIES FOR EVERY WRITER,CLARK,2008,REC,
0,9780135201046,BUILDING PYTHON PROGRAMS,OBOURN,N/A,REQ,
0,9780140436495,AMERICAN NOTES FOR GENERAL CIRCULATION,DICKENS,2000,REQ,
0,9780226470498,ILIAD OF HOMER (TRANS. LATTIMORE),HOMER,2011,REQ,
0,9781305105799,CONTROVERSES (STUDENT WORKBOOK),OUKADA,2016,REQ,
0,9780061450181,EIGHT MEN (SHORT STORIES),WRIGHT,1996,REQ,
0,9781941628157,GHOSTOGRAPHS,ROMASCO MOORE,2018,REQ,
0,9781260013832,INVESTMENTS (RRMCG),BODIE,2021,REQ,
0,9780226470498,ILIAD OF HOMER (TRANS. LATTIMORE),HOMER,2011,REQ,
0,9781119409946,GLOBALIZATION READER,LECHNER,2019,REQ,
0,9781260819427,INVESTMENTS,BODIE,N/A,REQ,
0,9780140424393,PARADISE LOST,MILTON,2000,REQ,
0,9781260013832,INVESTMENTS (RRMCG),BODIE,2021,REQ,
1,9780140424300,COMPLETE WRITINGS,WHEATLEY,2001,REQ,
0,9780393356687,OVERSTORY,POWERS,2019,REQ,
1,9788484439189,ENTRE NOUS 1,DIFUSION,2014,REQ,
1,9781571319227,LITERARY PUBLISHING IN THE TWENTY-FIRST CENTURY,KUROWSKI,N/A,REQ,
0,9782081354807,SOUMISSION,HOUELLEBECQ,N/A,REQ,
1,9781585103072,GREEK PARADIGM HANDBOOK,GEANNIKIS,2008,REQ,
0,9781260819427,INVESTMENTS,BODIE,N/A,REQ,
1,9780191605253,NARRATIVE OF THE LIFE OF FREDERICK DOUGLASS, AN AMERICAN SLAVE,DOUGLASS,N/A,REQ,
1,9781892989598,POWER OF OUR WORDS,DENTON,2014,REQ,
0,9781611689181,BRANDEIS MODERN HEBREW,RINGVALD,2015,REQ,
0,9781781683101,24/7,CRARY,2014,REQ,
0,9781585104741,GREEK PARADIGM HANDBOOK,WILFORD,N/A,REQ,
0,9780451530868,ARROWSMITH,LEWIS,2008,REQ,
0,9782072764578,TROPIQUE DE LA VIOLENCE ( FOLIO),APPANAH,2018,REQ,
0,9781948579032,ODES TO LITHIUM,ERLICHMAN,2019,REQ,
0,9781119448099,RISK MANAGEMENT AND FINANCIAL INSTITUTIONS,HULL,N/A,REC,
0,9780451530868,ARROWSMITH,LEWIS,2008,REQ,
0,9780199931538,THE ROMANS: FROM VILLAGE TO EMPIRE: A HISTORY OF ROME FROM EARLIEST TIMES TO THE END OF THE WESTERN EMPIRE,TALBERT,N/A,REQ,
1,9780521711494,ANCIENT ROME,MACKAY,2004,REQ,
1,9781449323899,PROGRAMMING ROBOTS WITH ROS,QUIGLEY,N/A,REQ,
1,9781472520524,EDWARD II REVISED,MARLOWE,2014,REQ,
1,9780525562023,ON EARTH WE'RE BRIEFLY GORGEOUS,VUONG,2019,REQ,
1,9781565129764,IN THE TIME OF THE BUTTERFLIES,ALVAREZ,2010,REQ,
1,9782012101333,ASTERIX LE GAULOIS (HACHETTE),GOSCINNY,2006,REQ,
1,9780195043594,FROM SUPPLICATION TO REVOLUTION,FREEZE,1988,REQ,
1,9780199229840,ART OF ART HISTORY: CRITICAL ANTHOLOGY (NEW ED),PREZIOSI,2009,REQ,
1,9781611684476,BRANDEIS MODERN HEBREW: INTERMEDIATE TO ADVANCE (PILOT ED),RINGVALD,2013,REQ,
1,9781933517407,BLUETS,NELSON,2009,REQ,
1,9781878818195,POEMS OF JERUSALEM & LOVE POEMS (BILINGUAL ED),AMICHAI,1981,REQ,
1,9780312108137,OROONOKO,BEHN,2000,REQ,
1,9780307887894,LEAN STARTUP,RIES,2011,REQ,
1,9780205646999,CONTRASTES: GRAMMAIRE DU FRANCAIS COURANT (W/OUT MYFRENCHLAB),ROCHAT,2010,REQ,
1,9780500052099,GREEK ART & ARCHAEOLOGY,NEER,N/A,REQ,
0,9780803270589,MAIN-TRAVELLED ROADS,GARLAND,1995,REQ,
1,9780205646999,CONTRASTES: GRAMMAIRE DU FRANCAIS COURANT (W/OUT MYFRENCHLAB),ROCHAT,2010,REQ,
1,9780321597793,EARTH SYSTEM,KUMP,2010,REQ,
0,9780812979657,GOD OF SMALL THINGS,ROY,2008,REQ,
1,9780385339032,SCREENPLAY,FIELD,2005,REQ,
1,9787040216547,COMPREHENSIVE CHINESE: ON THE PRESENT ETC ADV RDG 1 (W/CD),FENG,2007,REQ,
,9780393924657,SELECTED PLAYS,CHEKHOV,2005,REQ,
0,9780451530868,ARROWSMITH,LEWIS,2008,REQ,
0,9781260819427,INVESTMENTS,BODIE,N/A,REQ,
0,9780884360490,ANDREUCCIO DA PERUGIA,BOCCACCIO,1972,REQ,
0,9781843560265,LIDDELL & SCOTT'S GREEK-ENGLISH LEXICON (ABRIDGED),LIDDELL,2007,REQ,
1,9781284050547,GLOBAL HEALTH 101 (W/NAV2 ADVANTAGE ACCESS),SKOLNIK,2016,REQ,
1,9780300151411,AENEID,VIRGIL,2008,REQ,
1,9780887276408,INTEGRATED CHINESE: SIMP CHAR (LVL 1:PT 1)(WKBK),LIU,2009,REQ,
0,9780199214198,REPETITION & PHILOSOPHICAL CRUMBS,KIERKEGAARD,2009,REQ,
0,9780141185019,WOLF WILLOW,STEGNER,2000,REQ,
0,9780140390186,LOOKING BACKWARD,BELLAMY,1982,REQ,
0,9781912915347,TINY MOONS,POWLES,2020,REQ,
0,9780451530868,ARROWSMITH,LEWIS,2008,REQ,
0,9780061847462,THE BOOK OF JOB,MITCHELL,N/A,REQ,
0,9780393353631,CONFLICT RESOLUTION FOR HOLY BEINGS,HARJO,2017,REQ,
0,9780571348046,FLECHE,CHAN,2019,REQ,
0,9781585104741,GREEK PARADIGM HANDBOOK,WILFORD,N/A,REQ,
1,9780887276408,INTEGRATED CHINESE: SIMP CHAR (LVL 1:PT 1)(WKBK),LIU,2009,REQ,
0,9781555979805,HER BODY AND OTHER PARTIES,MACHADO,N/A,REQ,
0,9781319134006,SCIENTIFIC AMERICAN ENVIRONMENTAL SCIENCE FOR A CHANGING WORLD,INTERLANDI,N/A,REQ,
0,9780141439822,ROBINSON CRUSOE,DEFOE,2001,REQ,
0,9781472154552,CARRYING,LIMON,N/A,REQ,
0,9780140390186,LOOKING BACKWARD,BELLAMY,1982,REQ,
0,9781421437897,POLITICAL DETERMINANTS OF HEALTH,DAWES,2020,REQ,
0,9781635900125,GORE CAPITALISM,VALENCIA,2018,REQ,
0,9781538732182,PARABLE OF THE SOWER,BUTLER,2019,REQ,
0,9780393248517,CONFLICT RESOLUTION FOR HOLY BEINGS: POEMS,HARJO,N/A,REQ,
0,9780142003893,ALL OVER CREATION,OZEKI,2003,REQ,
0,9780140390186,LOOKING BACKWARD,BELLAMY,1982,REQ,
0,9780199540471,NARRATIVE OF ARTHUR GORDON PYM OF NANTUCKET & RELATED TALES,POE,N/A,REQ,
0,9780395848388,GATE OF ANGELS,FITZGERALD,1998,REQ,
1,9781608466290,ALL OUR RELATIONS: NATIVE STRUGGLES FOR LAND AND LIFE,LADUKE,2016,REQ,
0,9781319059620,ENVIRONMENTAL SCIENCE FOR A CHANGING WORLD,KARR,2018,REQ,
0,9780451530783,PRIDE & PREJUDICE,AUSTEN,2008,REQ,
1,9781305971493,PRIN OF MICROECONOMICS,MANKIW,2017,REQ,
1,9780142437049,SELECTED WRITINGS,MARTI,2002,REQ,
1,9780810134331,INCENDIARY ART,SMITH,2017,REQ,
1,9781571313546,LITERARY PUBLISHING IN THE TWENTY-FIRST CENTURY,KUROWSKI,2016,REQ,
1,9780199560417,RUSSIA: HISTORY,FREEZE,2009,REQ,
1,9780892554959,LOVES YOU,GAMBITO,N/A,REQ,
1,9781118415535,MATHEMATICAL MINDSETS,BOALER,N/A,REQ,
0,9780385496988,INFERNO,DANTE,2000,REQ,
1,9780470894521,MATHEMATICAL MINDSETS,BOALER,2016,REQ,
0,9780199730575,ROMANS: FROM VILLAGE TO EMPIRE,BOATWRIGHT,2012,REQ,
1,9781611684476,BRANDEIS MODERN HEBREW: INTERMEDIATE TO ADVANCE (PILOT ED),RINGVALD,2013,REQ,
1,9780743261692,GILGAMESH: NEW ENGLISH VERSION,MITCHELL,2006,REQ,
1,9781133604228,CIAO (W/OUT ACCESS CODE),RIGA,2014,CHC,
1,9788484439271,ENTRE NOUS 2 - LIVRE DE L'ELEVE + CD + CAHIER D'ACTIVITES,CHAHI,N/A,REQ,
2,9781284151596,ESSENTIALS OF HEALTH POLICY AND LAW,TEITELBAUM,N/A,REQ,
0,9781611689181,BRANDEIS MODERN HEBREW,RINGVALD,2015,REQ,
2,9780191552021,THE ART OF ART HISTORY,PREZIOSI,N/A,REQ,
1,9780312457532,HEART OF DARKNESS,CONRAD,2011,REQ,
2,9784789014403,GENKI 1 (W/CD),BANNO,2011,REQ,
2,9781119977100,FINANCIAL RISK FORECASTING,DANIELSSON,N/A,REC,
1,9780393934335,HISTORY OF MODERN EUROPE (COMPLETE),MERRIMAN,2010,CHC,
2,9780415583886,BOLLYWOOD,GANTI,2012,REQ,
,9780393355161,GLOBALIZATION & ITS DISCONTENTS,STIGLITZ,N/A,REQ,
1,9781284151589,ESSEN OF HEALTH POLICY & LAW (W/GLUED-IN ACCESS),TEITELBAUM,N/A,REQ,
2,9781616144562,POWER POLITICS & UNIVERSAL HEALTH CARE,ALTMAN,2011,REQ,
2,9781616144562,POWER POLITICS & UNIVERSAL HEALTH CARE,ALTMAN,2011,REQ,
1,9780743261692,GILGAMESH: NEW ENGLISH VERSION,MITCHELL,2006,REQ,
1,9780394747231,MAUS I,SPIEGELMAN,1986,REQ,
0,9781107385924,CONVEX OPTIMIZATION,VANDENBERGHE,N/A,REQ,
1,9780393924282,PARADISE LOST,MILTON,2005,REQ,
0,9781506698069,CALCULUS (V1),OPENSTAX,N/A,REQ,
0,9781506698052,CALCULUS (V3),OPENSTAX,N/A,REQ,
0,9780814275788,LANGUAGE FILES,LINGUISTICS,N/A,REQ,
0,9781506698069,CALCULUS (V1),OPENSTAX,N/A,REQ,
0,9781506698069,CALCULUS (V1),OPENSTAX,N/A,REQ,
0,9781586481636,HENRY FORD & THE JEWS,BALDWIN,2003,REQ,
0,9781337517508,UNDERSTANDABLE STATISTICS: CONCEPTS AND METHODS,BRASE,N/A,REQ,
0,9781118313169,PARTIAL DIFFERENTIAL EQUATIONS,STRAUSS,N/A,REQ,
0,9780393326383,BEETHOVEN: MUSIC & LIFE,LOCKWOOD,2003,REQ,
0,9781506698069,CALCULUS (V1),OPENSTAX,N/A,REQ,
0,9780815346050,PRIN OF NEUROBIOLOGY,LUO,2020,REQ,
0,9781118313169,PARTIAL DIFFERENTIAL EQUATIONS,STRAUSS,N/A,REQ,
0,9781598561623,BIBLIA HEBRAICA STUTTGARTENSIA BHS HEBREW BIBLE,ELLIGER,2006,REQ,
1,9780387220253,UNDERGRADUATE ALGEBRA,LANG,2005,REQ,
0,9780881884982,STANDARD MANUSCRIPT PAPER ( YELLOW COVER),LEONARD,1986,REQ,
0,9781506698076,CALCULUS (V2),OPENSTAX,N/A,REQ,
0,9780387975276,REPRESENTATION THEORY,FULTON,1991,REQ,
0,9781506698076,CALCULUS (V2),OPENSTAX,N/A,REQ,
0,9780470054567,PARTIAL DIFFERENTIAL EQUATIONS,STRAUSS,2008,REQ,
0,9780140435269,EARLY CHRISTIAN LIVES,WHITE,1998,REQ,
0,9780815346050,PRIN OF NEUROBIOLOGY,LUO,2020,REQ,
0,9780199751914,FROM SOUND TO SYMBOL (W/2 CDS),HOULAHAN,2012,REQ,
0,9781305856424,STATISTICS FOR THE BEHAVIORAL SCIENCES,WALLNAU,N/A,REQ,
1,9780471625469,INTRO TO THEORY OF NUMBERS,NIVEN,1991,REQ,
0,9780199838967,IN DEFENSE OF GLOBALIZATION,BHAGWATI,N/A,REQ,
0,9781337516891,PRINCIPLES OF MICROECONOMICS,MANKIW,N/A,REQ,
1,9780198779551,GLOBALIZATION: A VERY SHORT INTRODUCTION,STEGER,2017,REQ,
1,9780821813775,PARTIAL DIFFERENTIAL EQUATIONS,GARABEDIAN,N/A,REQ,
0,9781317563754,MOLECULAR BIOLOGY OF THE CELL,ALBERTS,N/A,REQ,
0,9781441246813,GRAMMATICAL CONCEPTS 101 FOR BIBLICAL HEBREW,LONG,N/A,REC,
0,9781629590226,SAS STATISTICS BY EXAMPLE,CODY,N/A,REC,
0,9781614446217,COMMON SENSE MATHEMATICS,BOLKER,N/A,REQ,
0,9780077418939,DISCRETE MATHEMATICS AND ITS APPLICATIONS,ROSEN,N/A,REC,
0,9781614446217,COMMON SENSE MATHEMATICS,BOLKER,N/A,REQ,
1,9780534419417,MODELING, FUNCTIONS & GRAPHS,YOSHIWARA,2007,REQ,
0,9781506698069,CALCULUS (V1),OPENSTAX,N/A,REQ,
1,9781506445939,MARRIAGE & SEXUALITY IN EARLY CHRISTIANITY,HUNTER,2018,REQ,
1,9781441970220,ART OF PROOF,BECK,2010,REC,
0,9781317563754,MOLECULAR BIOLOGY OF THE CELL,ALBERTS,N/A,REQ,
0,9781506698069,CALCULUS (V1),OPENSTAX,N/A,REQ,
1,9781429282956,FUND OF HUMAN NEUROPSYCHOLOGY,KOLB,2015,REQ,
0,9781133713272,STATISTICAL METHODS FOR PSYCHOLOGY,HOWELL,N/A,REC,
0,9781614446217,COMMON SENSE MATHEMATICS,BOLKER,N/A,REQ,
0,9780521833783,CONVEX OPTIMIZATION,BOYD,2004,REQ,
1,9780814436097,IDENTIFYING AND MANAGING PROJECT RISK,KENDRICK,N/A,REQ,
0,9780913836866,ON MARRIAGE & FAMILY LIFE,ST JOHN CHRYSOSTOM,1986,REQ,
0,9780133943030,SOFTWARE ENGINEERING,SOMMERVILLE,2016,REQ,
1,9781400835560,REAL ANALYSIS,SHAKARCHI,N/A,REQ,
0,9781133388081,DIFFERENTIAL EQUATIONS,BLANCHARD,N/A,REQ,
0,9780306815188,TEMPLE BOMBING,GREENE,1996,REQ,
0,9780393347555,BEETHOVEN: THE MUSIC AND THE LIFE,LOCKWOOD,N/A,REQ,
0,9781317563754,MOLECULAR BIOLOGY OF THE CELL,ALBERTS,N/A,REQ,
0,9780801048746,GRAMMATICAL CONCEPTS 101 FOR BIBLICAL HEBREW,LONG,N/A,REC,
1,9781133604228,CIAO (W/OUT ACCESS CODE),RIGA,2014,CHC,
0,9780385496988,INFERNO,DANTE,2000,REQ,
1,9781598560282,BASIC INTRO TO BIBLICAL HEBREW (W/CD),HACKETT,2010,REQ,
1,9780814436080,IDENTIFYING & MANAGING PROJECT RISK,KENDRICK,2015,REQ,
1,9780262529624,INTRO TO COMPUTATION & PROGRAMMING USING PYTHON,GUTTAG,2016,REQ,
0,9780671244095,PATH BETWEEN THE SEAS,MCCULLOUGH,1977,REC,
1,9781506446004,MARRIAGE AND SEXUALITY IN EARLY CHRISTIANITY,HUNTER,N/A,REQ,
0,9780393347777,NAKED STATISTICS,WHEELAN,2014,REQ,
0,9781628253450,PRACTICE STANDARD FOR PROJECT RISK MANAGEMENT,INSTITUTE,N/A,REQ,
1,9780141441931,LIVES OF ROMAN CHRISTIAN WOMEN,WHITE,N/A,REQ,
0,9781118313169,PARTIAL DIFFERENTIAL EQUATIONS,STRAUSS,N/A,REQ,
1,9781337119917,UNDERSTANDABLE STATISTICS,BRASE,2018,REQ,
1,9781136722837,SEX DIFFERENCES IN COGNITIVE ABILITIES,HALPERN,N/A,REQ,
1,9781305504912,STATISTICS FOR THE BEHAVIORAL SCIENCES,GRAVETTER,2017,REQ,
1,9781118794388,VISUAL ORGANIZATION,SIMON,2014,REQ,
0,9780191504327,THE NARRATIVE OF ARTHUR GORDON PYM OF NANTUCKET AND RELATED TALES,POE,N/A,REQ,
0,9780805212334,WHEN GENERAL GRANT EXPELLED THE JEWS,SARNA,2016,REQ,
1,9780521795401,ALGEBRAIC TOPOLOGY,HATCHER,2002,REQ,
0,9781571313256,ECOLOGY OF A CRACKER CHILDHOOD,RAY,2015,REQ,
1,9781608466610,ALL OUR RELATIONS,LADUKE,N/A,REQ,
0,9780451531445,COUNTRY OF THE POINTED FIRS & OTHER STORIES (MASS MARKET),JEWETT,2009,REQ,
1,9780073405537,SEX & GENDER,LIPS,2008,REQ,
1,9781441963505,MOLECULAR MODELING & SIMULATION: AN INTERDISCIPLINARY GUIDE,SCHLICK,2010,REC,
0,9780806114293,JOAQUIN MURIETA (BIRD),RIDGE,1955,REQ,
,9780393264890,SCARLET LETTER & OTHER WRITINGS,HAWTHORNE,2017,REQ,
0,9780884360490,ANDREUCCIO DA PERUGIA,BOCCACCIO,1972,REQ,
0,9781285415413,CIAO!,PHILLIPS,N/A,CHC,
0,9781285415413,CIAO!,PHILLIPS,N/A,CHC,
0,9780191085000,GLOBALIZATION: A VERY SHORT INTRODUCTION,STEGER,N/A,REQ,
0,9781376152517,HEALTH & PHYSIQUE OF THE NEGRO AMERICAN,DU BOIS,N/A,REQ,
0,9780135205983,BUILDING PYTHON PROGRAMS,REGES,2019,REQ,
0,9780674088726,BLAKE OR, THE HUTS OF AMERICA: A CORRECTED EDITION,DELANY,2017,REQ,
1,9780199539079,NARRATIVE OF THE LIFE OF FREDERICK DOUGLASS, AN AMERICAN SLAVE,DOUGLASS,2009,REQ,
0,9780199538195,LAST OF THE MOHICANS,COOPER,2009,REQ,
1,9780199383726,THE PHILADELPHIA NEGRO (THE OXFORD W. E. B. DU BOIS),DU BOIS,N/A,REQ,
0,9780393674491,A HISTORY OF MODERN EUROPE (FOURTH EDITION)  (VOL. ONE-VOLUME),MERRIMAN,N/A,CHC,
1,9780060969592,BOOK OF JOB,MITCHELL,1987,REQ,
1,9780393977615,DEATH & THE KING'S HORSEMAN,SOYINKA,2003,REQ,
0,9780449213940,ALL QUIET ON THE WESTERN FRONT (RACK SIZE),REMARQUE,1958,REQ,
1,9780413771001,SEAGULL,CHEKOV,2002,REQ,
1,9780374526160,PHEDRE (NEW TRANS HUGHES),RACINE,1998,REQ,
1,9780811222921,ANTIGONICK,CARSON,N/A,REQ,
1,9780743261692,GILGAMESH: NEW ENGLISH VERSION,MITCHELL,2006,REQ,
0,9780393353648,REPUBLIC OF SPIN,GREENBERG,2017,REQ,
,9780190607661,ATHENAZE BOOK 1 (REV),BALME,2016,REQ,
1,9780300151411,AENEID,VIRGIL,2008,REQ,
0,9788806207694,IO NON HO PAURA,AMMANITI,2001,REQ,
1,9780374527051,ORESTEIA,AESCHYLUS,1999,REQ,
1,9780609810347,BHAGAVAD GITA,MITCHELL,2002,REQ,
0,9781400885251,QUANTITATIVE SOCIAL SCIENCE,IMAI,N/A,REQ,
0,9780385348430,OUT ON THE WIRE,ABEL,2015,REQ,
0,9782072763632,LA CHEFFE,NDIAYE,N/A,REQ,
